Project ID,Project Name,Implementing Agency,Program,Project Description,Total Cost,SB 1 Funds,Fiscal Year,Is SB 1?,Project Status,Assembly Districts,Senate Districts,Counties,Cities,Caltrans Districts,Is on SHS?,Date Updated
'LSR-5629,Pavement Rehab Hughes Lane,City of Bakersfield,Local Streets and Roads,"Pavement Rehab/Repair (Existing), ADA Curb Ramp Rehab/Repair (Existing)",63689,63689,19/20,Y,Completed,34,16,Kern,Bakersfield,6,N,6/30/2021
'LSR-5630,Pavement Rehab Driftwood/ Firwood,City of Bakersfield,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Pavement Rehab/Repair (Existing)",27915,27915,19/20,Y,Completed,34,16,Kern,Bakersfield,6,N,6/30/2021
'0618000213,Route 58/99 Bakersfield Freeway Connector,City of Bakersfield,Trade Corridor Enhancement Program,"The project is proposed at the State Route 58/State Route 99 interchange in Bakersfield, CA. The project proposes to grade separate exit and entry freeway ramps between two closely spaced interchanges (SR 58/SR 99 and SR 99/Ming Ave), and to construct a collector -distributor roadway and auxiliary lanes along the southbound State Route 99 mainline to safely accommodate on-ramp traffic.",50000000,25000000,18/19,Y,In Progress,34,16,Kern,Bakersfield,6,Y,5/25/2021
'0716000340,Maine Avenue Corridor Complete Streets Improvements,City of Baldwin Park,Active Transportation Program,"Construct complete streets improvements along Maine Ave. from Los Angeles Street to Arrow Highway. Installation of Class II Bike Lanes in both directions, Road Diet, Curb extensions at all 13 intersections, Sidewalk extensions along the entire corridor, continental crosswalks at 13 intersections, pedestrian count-down signals at 5 intersections, Pedestrian scaled lighting, and ADA improvements.",3651000,0,14/15,N,Completed,48,22,Los Angeles,Baldwin Park,7,N,9/13/2021
'ATP3A-07-078S,Walnut Creek-San Gabriel River East Bank Greenway and Neighborhood Connections,City of Baldwin Park,Active Transportation Program,"Construct 2.3 miles of Class I shared-use path trail. Develop conceptual designs for 6.8 mile Class I trail along Walnut Creek and 15.3 miles of on-street Class II and Class III bikeways. Supportive education, encouragement, and evaluation programs will be administered throughout the project area.",2193000,0,16/17,N,Planned,48,22,Los Angeles,Baldwin Park,7,N,9/13/2021
'0720000003,"Maine Avenue and Pacific Avenue Corridor Complete Streets Improvements, Phase II",City of Baldwin Park,Active Transportation Program,"A road diet- including the reduction of vehicle travel lanes from four to two, protected Class IV bikeway, shared center left turn lane and key intersection bulb-outs.",1419000,0,16/17,N,In Progress,48,22,Los Angeles,Baldwin Park,7,N,9/13/2021
'LSR-2405,Brooks Drive and Spring Street Reconstruction,City of Baldwin Park,Local Streets and Roads,"Paving and/or Striping Rehab/Repair (Existing Safety), Preliminary Design, Pavement Rehab/Repair (Existing), This project is in design using RMRA funding in support of Construction which will include: Project will consist of reconstruction of portions of the street structural section including removal of 22-inches of the existing roadway and constructing new roadway section including sub-surface preparation, subgrade and constructing aggregate base and asphalt concrete (AC) pavement sections. The project also includes upgrade/replacement of accessible ramps and major curb and gutter repairs.",740777,370388,18/19,Y,Completed,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'LSR-2407,Street Rehabilitation Project,City of Baldwin Park,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Pavement Rehab/Repair (Existing), Paving and/or Striping Installation (New Safety), ADA Curb Ramp Installation (New), Paving and/or Striping Rehab/Repair (Existing Safety), Sidewalk and/or Crosswalk Rehab/Repair (Existing), This project is in design using RMRA funding in support of Construction which will include: Work includes 2-inch cold-mill of the roadway and placing new asphalt layer. The project also includes upgrade/replacement of accessible ramps, minor curb and gutter repairs, traffic signal loop replacement, and restriping.",400000,400000,18/19,Y,Completed,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'LSR-4242,Maine Avenue Supplemental Paving and Street Improvements,City of Baldwin Park,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Storm Drain and/or Culvert Rehab/Repair (Existing), Sidewalk and/or Crosswalk Rehab/Repair (Existing), ADA Curb Ramp Installation (New), Bicycle Lane (New), Paving and/or Striping Installation (New Safety), This project will consist of reconstruction of portions of the street structural section including sub-surface preparation, subgrade and constructing aggregate base and asphalt concrete (AC) pavement sections. The project also includes upgrade/replacement of accessible ramps, relocation of water main and major curb and gutter repairs.",1720755,419989,19/20,Y,InProgress,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'LSR-4243,Entry Street Monument Signs,City of Baldwin Park,Local Streets and Roads,"Design and construction of eight (8) entry monument signs to be placed at major entry points to the city. The project includes street improvements necessary to accommodate the installation including sub-surface preparation, subgrade and AC overlay, and concrete improvements.",350000,46134,19/20,Y,Planned,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'LSR-4245,Residential Street Rehabilitation Project,City of Baldwin Park,Local Streets and Roads,"Work includes 2-inch cold-mill of the roadway and placing new asphalt layer. The project also includes upgrade/replacement of accessible ramps, minor curb and gutter repairs, traffic signal loop replacement, and re-striping.",2103204,70152,19/20,Y,Planned,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'LSR-7332,Puente Avenue Street Rehabilitation,City of Baldwin Park,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Sidewalk and/or Crosswalk Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), ADA Curb Ramp Installation (New), Pavement Rehab/Repair (Existing)",1120477,1120477,19/20,Y,Completed,48,22,Los Angeles,Baldwin Park,7,N,6/30/2021
'0817000011,Bicycle and Safe Routes to School Improvements,City of Banning,Active Transportation Program,New bicycle facilities and pedestrian improvements along several streets leading to public schools.,1082000,0,15/16,N,Completed,42,23,Riverside,Banning,8,N,9/13/2021
'LSR-2176,Hargrave Avenue AC Overlay,City of Banning,Local Streets and Roads,Hargrave Avenue AC Overlay - Grind and construct 2inches asphalt concrete and adjust water valve and sewer manhole covers.,35592,35592,17/18,Y,Completed,42,23,Riverside,Banning,8,N,6/30/2021
'LSR-2186,First Street AC Overlay,City of Banning,Local Streets and Roads,"First Street AC Overlay - Grind and construct 2"" AC and adjust water valve and sewer manhole covers.",137734,137734,17/18,Y,Planned,42,23,Riverside,Banning,8,N,6/23/2020
'LSR-2191,Second Street AC Overlay,City of Banning,Local Streets and Roads,"Second Street AC Overlay - Grind and construct 2"" AC and adjust water valve and sewer manhole covers.",10290,10290,17/18,Y,Completed,42,23,Riverside,Banning,8,N,6/23/2020
'LSR-7561,Lincoln Street AC Overlay/Rehabilitation,City of Banning,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Sidewalk and/or Crosswalk Rehab/Repair (Existing), Pavement Rehab/Repair (Existing)",40000,40000,19/20,Y,Completed,42,23,Riverside,Banning,8,N,6/30/2021
'LSR-5300,2018-19 Various Streets AC Overlay/Rehabilitation,City of Banning,Local Streets and Roads,"Sidewalk and/or Crosswalk Rehab/Repair (Existing), ADA Curb Ramp Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Grind and construct 2inches asphalt concrete; adjust water valve and sewer manhole covers; repair concrete curb and gutter, sidewalk, access ramps and cross gutter; and reinstall all existing striping and pavement markers.",415976,415976,19/20,Y,Completed,42,23,Riverside,Banning,8,N,6/30/2021
'LSR-5301,Jacinto View Road Slurry Seal,City of Banning,Local Streets and Roads,"ADA Curb Ramp Rehab/Repair (Existing), Paving and/or Striping Rehab/Repair (Existing Safety), Sidewalk and/or Crosswalk Rehab/Repair (Existing), Pavement Rehab/Repair (Existing), Crack seal and slurry seal existing asphalt concrete pavement; remove and replace deteriorated ac pavement to subbase; repair concrete curb and gutter, sidewalk, access ramps and cross gutter; and reinstall all existing striping and pavement markers.",60000,60000,19/20,Y,Completed,42,23,Riverside,Banning,8,N,6/30/2021
'2019-5214-001,Existing Fleet Preventative Maintenance,City of Banning,State of Good Repair,Preventative maintenance on existing rolling stock in order to prolong service life .,78184.5,78184,18/19,Y,Planned,42,23,Riverside,Banning,8,N,9/9/2021
'2020-5214-003,CNG Facility,City of Banning,State of Good Repair,New CNG facility for,37740,37740,19/20,Y,Planned,42,23,Riverside,Banning,8,N,9/9/2021
'TEMP-SGR-5214-Y,Bus Replacement,City of Banning,State of Good Repair,Replace Older buses that are beyond useful life.,555000,45722,20/21,Y,Planned,42,23,Riverside,Banning,8,N,9/9/2021
'0815000132,City of Barstow's Active Transportation Plan,City of Barstow,Active Transportation Program,Increase bicycle and pedestrian access.  Increased travel by cycling and walking.  Routine accommodation in transportation and land use planning improved bicycle and pedestrain safety.,300000,0,14/15,N,Completed,33,16,San Bernardino,Barstow,8,N,9/13/2021
'ATP5-08-129M,"Pedestrian, Bicycle, and Safe Routes to Schools Corridors (SR2S), Barstow",City of Barstow,Active Transportation Program,"Reduces stresses along corridors adjacent to eight schools through the implementation of safety improvements, speed-reduction measures and bike/pedestrian infrastructure.",6902000,0,20/21,N,Planned,33,16,San Bernardino,Barstow,8,N,9/13/2021
'LSR-2640,West Section 7 Rehabilitation Project,City of Barstow,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Preliminary Design, This project is in Design and is using RMRA funding in support of Construction which includes: Reconstruct 23,401 center line feet of roadway.",1200000,46048,19/20,Y,Planned,33,16,San Bernardino,Barstow,8,N,6/30/2021
'LSR-7508,Traffic Engineering for Traffic and Speed Counts,City of Barstow,Local Streets and Roads,Traffic Counts and Speed Survey,65118,5541,19/20,Y,InProgress,33,16,San Bernardino,Barstow,8,N,6/30/2021
'LSR-6694,Annual Slurry Seal FY 19/20,City of Beaumont,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Slurry Seal Project",266020,111253,19/20,Y,Completed,42,23,Riverside,Beaumont,8,N,6/30/2021
'LSR-3201,Annual Slurry Seal FY 18-19,City of Beaumont,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Slurry Seal application on various streets in the City of Beaumont",371288,201517,19/20,Y,Completed,42,23,Riverside,Beaumont,8,N,6/30/2021
'LSR-3218,Beaumont Avenue Reconstruction Project,City of Beaumont,Local Streets and Roads,"Pavement Rehab/Repair (Existing), Grind and overlay street reconstruction for Beaumont Ave",1788087,1059104,19/20,Y,Completed,42,23,Riverside,Beaumont,8,N,6/30/2021
'LSR-880,Annual Slurry Seal FY17-18,City of Beaumont,Local Streets and Roads,"The project involves placement of slurry seal to existing roadway, routing and sealing random cracks in roadway, removing existing striping and placing new striping, placing pavement reflective markers, removing and replacing sections of asphalt concrete, minor concrete cross-gutter repairs, and minor curb ramp repairs.",135600,7220,17/18,Y,Completed,42,23,Riverside,Beaumont,8,N,6/30/2021
'LSR-6697,Annual Street rehab FY19/20,City of Beaumont,Local Streets and Roads,Pavement Rehab/Repair (Existing),374519,130803,19/20,Y,Completed,42,23,Riverside,Beaumont,8,N,6/30/2021
'2018-5209-003,Modernization of Vehicle Maintenance Facility,City of Beaumont,State of Good Repair,"Demolition of existing substandard, dilapidated and unreinforced masonry building that currently houses our vehicle maintenance department.  After demolition, a prefabricated type structure is proposed to be installed for the use of the maintenance department.",116392.19,116392,17/18,Y,In Progress,42,23,Riverside,Beaumont,8,N,9/9/2021
'2019-5209-007,Bus Stop Rehabilitation,City of Beaumont,State of Good Repair,"Rehabilitation of bus stops in the City of Beaumont.  Includes the purchase and installation of new bus stop signs, schedule holders, and other amenities such as shelters and benches.",51999,0,18/19,N,In Progress,42,23,Riverside,Beaumont,8,N,9/9/2021
'TEMP-SGR-5209-D,New Vehicle Maintenance and Operations Facility on 4th Street to Replace California Ave Shop,City of Beaumont,State of Good Repair,New Vehicle Maintenance and Operations Facility located at 4th Street and Veile Ave to replace the California Ave existing facility.  This project will receive transfer of FY 17-18 and FY 18-19 funds from the previously approved (now cancelled) Modernization projects as determined cost preventative and cannot be accomplished as originally proposed.,59290,59290,20/21,Y,Planned,42,23,Riverside,Beaumont,8,N,9/9/2021
'0716000256,"Florence Avenue Pedestrian  Improvement Project, City of Bell",City of Bell,Active Transportation Program,"Along Florence Avenue within the City boundaries of Los Angeles River to Salt Lake Ave. Work will install street furniture, pedestrian oriented lighting, enhanced paving to improve pedestrian safety at each intersection, countdown pedestrian signal heads, and landscaping.",2405000,0,14/15,N,Planned,63,33,Los Angeles,Bell,7,N,9/13/2021
